Item Id,Item Name,Price,Sales,Shop Name,Commission Rate,Commission,Product Link,Offer Link
19199204847,Kit com 5 Lenços/Toalhas Umedecidas Baby Free Plus C/120,"R$29,99","10,6mil",STOCK EXPRESS,7%,"R$2,10",https://shopee.com.br/product/855451035/19199204847,https://s.shopee.com.br/6V6a06ulzw
29557443014,Inalador Nebulizador Portátil Atomizador Ultra-Sônico De Nó Baixo Para Crianças E Adultos,"R$33,61","3,2mil",Choice Oficial,11%,"R$3,70",https://shopee.com.br/product/1006215031/29557443014,https://s.shopee.com.br/6Kn9nnvPKv
19097691334,Kit 9 Peças Enxoval Bebe 3 Cueiros 6 Paninhos De Boca Babete 100% Algodão Estampado,"R$29,98","6,3mil",magiainfantil,3%,"R$0,90",https://shopee.com.br/product/1017646777/19097691334,https://s.shopee.com.br/6ATjbUw2fu
22792619480,Patinete Infantil 3 Rodas Luz Led Com Cesto Música Regulável,"R$94,90","14,8mil",Rister Magazine,3%,"R$2,85",https://shopee.com.br/product/570503880/22792619480,https://s.shopee.com.br/60AJPBwg0t
22192513459,Lixa de Unha Elétrico Aparador Cortador Para Bebê Infantil Com Estojo,"R$23,98","28,7mil",luna.store_,3%,"R$0,72",https://shopee.com.br/product/1010958210/22192513459,https://s.shopee.com.br/4VLVcR2O3c
22697166913,Potinho Pote Prato Mágico Giratório 360° Infantil GiroBowl Diversão Bebê Rotação,"R$19,90","4,2mil",emperialstore,10%,"R$1,99",https://shopee.com.br/product/344483828/22697166913,https://s.shopee.com.br/4L25Q831Ob
21197619738,"Travesseiro de corpo para Gestante Gravida 1,20x60 micropercal  200 fios Promoção","R$37,90","13,5mil",Enxovais Betel,3%,"R$1,14",https://shopee.com.br/product/315643622/21197619738,https://s.shopee.com.br/4AifDp3eja
18299374142,Fast Push Game Pop-it  Anti Stress  brinquedos para crianças e Jovens presente de festa,"R$8,67","8,3mil",VENSENSHOPPING,3%,"R$0,26",https://shopee.com.br/product/1293262405/18299374142,https://s.shopee.com.br/40PF1W4I4Z
22193096698,Kit 13 Higiene Cuidado Bebê Recém Nascido Essencial 13 Peças Cuidados Com O Bebê Recém Recém,"R$31,99","4,4mil",loja canaa,3%,"R$0,96",https://shopee.com.br/product/1083248588/22193096698,https://s.shopee.com.br/5AbCPezqho
23497890163,Pampers Grandinhos Fralda Tamanho XG 11-15KG 5 Pacotes com 20 Unidades cada = 100 Unidades,"R$129,99",963,Loja Duval,3%,"R$3,90",https://shopee.com.br/product/1081397690/23497890163,https://s.shopee.com.br/50HmDM0U2n
22791223357,kit Protetores De Quina Silicone Redondo Para Crianças E Bebes Proteção Promoção,"R$6,99","7,4mil",P&H  Oficial,7%,"R$0,49",https://shopee.com.br/product/832040275/22791223357,https://s.shopee.com.br/4pyM1317Nm
