Item Id,Item Name,Price,Sales,Shop Name,Commission Rate,Commission,Product Link,Offer Link
22997889580,Kit 8 Saquinhos Maternidade Multiuso Varias Cores Com Zíper Organizador Nécessaire,"R$20,90","2,3mil",J.R. Variedades,6%,"R$1,25",https://shopee.com.br/product/255636032/22997889580,https://s.shopee.com.br/g8qMuLx16
22692449734,Câmera Babá Eletrônica com 3 Antenas Wifi HD,"R$75,90","10,7mil",HerberT Eletrônico,6%,"R$4,55",https://shopee.com.br/product/1033215079/22692449734,https://s.shopee.com.br/qSGZDLJg9
22792521140,Kit 1680 lenços/Toalhas umedecidas Upa bebe caixa com 12 pacotes 140 und cada,"R$79,99","15,3mil",CantinhoBabysp,6%,"R$4,80",https://shopee.com.br/product/378105312/22792521140,https://s.shopee.com.br/10lglWKgLC
22597400480,Cavalinho Upa Upa inflavel Pocoto Brinquedo Pula Pula Musica Infantil Com Musica e Led,"R$44,90","8,4mil",Vidaro Shop,11%,"R$4,94",https://shopee.com.br/product/1188919380/22597400480,https://s.shopee.com.br/1B56xpK30F
18297665963,Fraldas de pano kit com 10 unidades 60x60cm 100% algodão Minasrey Bebê Babete Toalinha Babita Paninho Estampado,"R$27,99","7,2mil",CantinhoBabysp,6%,"R$1,68",https://shopee.com.br/product/378105312/18297665963,https://s.shopee.com.br/t9ZgOUN2
27005898906,Mini Nebulizador Portátil Ultrassônico LEOYELV De Malha Com 2 Máscaras Para Asma Kids Adult JSL-W303,"R$32,78","7,7mil",Choice Oficial,14%,"R$4,59",https://shopee.com.br/product/1006215031/27005898906,https://s.shopee.com.br/BCZlzNr25
21820451014,Kit 2 Baldes Lenços Umedecidos Fiesta + Refil (1200 Toalhas),"R$24,99","46,5mil",Maxi Confort,6%,"R$1,50",https://shopee.com.br/product/541585641/21820451014,https://s.shopee.com.br/LVzyINDh8
22393141307,Brinquedo Caranguejo Fujão Musical Som Luz E Movimento Infantil Para Bebês,"R$29,89",12mil,Babyland ,6%,"R$1,79",https://shopee.com.br/product/443191322/22393141307,https://s.shopee.com.br/VpQAbMaMB
6788553453,Manta Cobertor Bebe Infantil Microfibra Antialérgico Menor Preço Manta,"R$21,00","68,2mil",Ninar ★ Baby,16%,"R$3,36",https://shopee.com.br/product/297961046/6788553453,https://s.shopee.com.br/4fez8G6iu0
23293279564,Kit 14 Peças Enxoval Bebe 3 Cueiros 6 Paninhos De Boca E 5 Fraldas 100% Algodão Flanelado Estampado,"R$40,00","2,4mil",magiainfantil,6%,"R$2,40",https://shopee.com.br/product/1017646777/23293279564,https://s.shopee.com.br/4pyPKZ65Z3
22193096698,Kit 13 Higiene Cuidado Bebê Recém Nascido Essencial 13 Peças Cuidados Com O Bebê Recém Recém,"R$31,99","4,7mil",loja canaa,6%,"R$1,92",https://shopee.com.br/product/1083248588/22193096698,https://s.shopee.com.br/50HpWs5SE6
21799033603,Kits de Brinquedo Infantil Girafa Pop Tubo Led Com Ventosa,"R$10,99","25,3mil",lojapediuchegou,6%,"R$0,66",https://shopee.com.br/product/562281331/21799033603,https://s.shopee.com.br/5AbFjB4ot9
21297732100,Talheres bebê silicone 8 Peças kit Talheres Infantil Com Ventosa Canudo Colher Babador Garfo,"R$39,80","5,4mil",ZSZ_Official Store,6%,"R$2,39",https://shopee.com.br/product/291174073/21297732100,https://s.shopee.com.br/40PIL29GFw
22295569905,Troninho Assento Infantil Pinico Peniquinho Neném Com Tampa Educativo,"R$14,99","10,1mil",Lany Importação e Comércio,6%,"R$0,90",https://shopee.com.br/product/934936859/22295569905,https://s.shopee.com.br/4AiiXL8cuz
17301365970,Toalhas Umedecidas para Bebê Infância Feliz - 03 Pacotes de 150 Folhas Cada - Vegano - Com Tampinha,"R$19,88","56,1mil",ATACADO DO LENÇO UMEDECIDO,10%,"R$1,99",https://shopee.com.br/product/604069672/17301365970,https://s.shopee.com.br/4L28je7za2
18372262059,Tenda Barraca De Praia Com Piscina Infantil Bebê Proteção Solar UV,"R$74,99","7,8mil",Mega Compras Oficial,15%,"R$11,25",https://shopee.com.br/product/762139988/18372262059,https://s.shopee.com.br/4VLYvx7MF5
22697166913,Potinho Pote Prato Mágico Giratório 360° Infantil GiroBowl Diversão Bebê Rotação,"R$19,90","4,3mil",emperialstore,13%,"R$2,59",https://shopee.com.br/product/344483828/22697166913,https://s.shopee.com.br/3L9bXoBnbs
22297778365,Fralda Descartável Infantil Enzzo Baby Direto da Fábrica Revenda Barato,"R$39,99","1,3mil",Clean E-commerce,6%,"R$2,40",https://shopee.com.br/product/596506306/22297778365,https://s.shopee.com.br/3VT1k7BAGv
22924629976,LENÇOS/TOALHAS UMEDECIDAS KIT COM 10 BABY FREE C/100unidades TAMPA FLIP -TOP,"R$51,99","37,1mil",PLUMA_BABY,10%,"R$5,20",https://shopee.com.br/product/287778538/22924629976,https://s.shopee.com.br/3fmRwQAWvy
18397749012,Jogo de empurrão rápido POP IT Anti Stress de Ansiedade Brinquedo Presente para Crianças e juventude dia das criangas presentes,"R$8,91","8,6mil",Arcada de Misou,6%,"R$0,53",https://shopee.com.br/product/1239677646/18397749012,https://s.shopee.com.br/3q5s8j9tb1
23397838525,Bomba tira-leite elétrica Sem dor Alta potencia de sucção integrada Silenciosa Massageador Portátil,"R$56,80","1,3mil",sunny-,6%,"R$3,41",https://shopee.com.br/product/427430137/23397838525,https://s.shopee.com.br/2ftukaEKxo
23892879018,Kit 5 Fralda De Pano Estampado 60 x 60 Enxoval Infantil Bebê Menino Menina,"R$21,99","4,1mil",magiainfantil,6%,"R$1,32",https://shopee.com.br/product/1017646777/23892879018,https://s.shopee.com.br/2qDKwtDhcr
19199204847,Kit com 5 Lenços/Toalhas Umedecidas Baby Free Plus C/120,"R$29,99","10,8mil",STOCK EXPRESS,10%,"R$3,00",https://shopee.com.br/product/855451035/19199204847,https://s.shopee.com.br/30Wl9CD4Hu
18299374142,Fast Push Game Pop-it  Anti Stress  brinquedos para crianças e Jovens presente de festa,"R$9,97","8,5mil",VENSENSHOPPING,6%,"R$0,60",https://shopee.com.br/product/1293262405/18299374142,https://s.shopee.com.br/3AqBLVCQwx
10889381335,"Camera Ip Wifi Giratória Estilo Babá Eletrônica Com Visão Noturna e Alerta De Movimento Para Bebê, Animal De Estimação, Idoso","R$66,88","31,8mil",BeyondGroupSP,6%,"R$4,01",https://shopee.com.br/product/659435897/10889381335,https://s.shopee.com.br/7KfkJ9wZUm
23497890163,Pampers Grandinhos Fralda Tamanho XG 11-15KG 5 Pacotes com 20 Unidades cada = 100 Unidades,"R$129,99",1mil,Loja Duval,6%,"R$7,80",https://shopee.com.br/product/1081397690/23497890163,https://s.shopee.com.br/7UzAVSvw9p
22192513459,Lixa de Unha Elétrico Aparador Cortador Para Bebê Infantil Com Estojo,"R$23,98","28,8mil",luna.store_,6%,"R$1,44",https://shopee.com.br/product/1010958210/22192513459,https://s.shopee.com.br/7fIahlvIos
24114742854,Brinquedo de blocos de montar de figuras de ação para aprendizado prático de crianças,"R$0,80","35,8mil",Berloque Prata 925,13%,"R$0,10",https://shopee.com.br/product/568663363/24114742854,https://s.shopee.com.br/7pc0u4ufTv
22791223357,kit Protetores De Quina Silicone Redondo Para Crianças E Bebes Proteção Promoção,"R$6,99","7,5mil",P&H  Oficial,10%,"R$0,70",https://shopee.com.br/product/832040275/22791223357,https://s.shopee.com.br/6fQ3Vvz6qi
